"ÇàÁ¤±¸¿ªº°","Æ¯¼ºº°",2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015
"Á¦Ãµ½Ã","³íº­",1316,536,557,230,255,111,114,530,584,507,592,316,320,6,6,13,13,31,535
"Ã»ÁÖ½Ã","³íº­",9222,3322,3398,1556,1643,758,764,2010,2055,2343,2532,1708,1721,32,34,70,99,471,7608
"»ó´ç±¸","³íº­",2361,893,916,361,382,194,196,631,643,732,797,436,439,17,18,20,21,178,2484
"¼­¿ø±¸","³íº­",1650,458,476,154,160,64,65,299,311,343,368,196,199,2,2,8,30,68,861
"Èï´ö±¸","³íº­",2645,926,950,493,520,227,230,521,533,596,650,476,479,6,7,17,22,101,1749
"Ã»¿ø±¸","³íº­",2566,1045,1056,548,581,273,273,559,568,672,717,600,604,7,7,25,26,124,2514
"º¸Àº±º","³íº­",2221,1437,1465,598,611,262,264,821,833,1053,1104,585,587,51,52,29,29,170,2586
"¿ÁÃµ±º","³íº­",1651,952,1004,363,380,165,170,811,849,624,680,405,410,23,23,19,29,124,1577
"¿µµ¿±º","³íº­",847,514,532,140,140,53,53,401,404,296,302,188,189,14,14,2,2,23,955
"ÁøÃµ±º","³íº­",2887,1480,1509,610,632,274,275,642,648,1011,1078,696,700,7,7,20,20,36,885
"±«»ê±º","³íº­",1428,857,886,334,348,149,149,612,653,761,813,376,377,2,2,20,20,226,3224
"À½¼º±º","³íº­",2591,1502,1544,580,600,235,236,835,859,1132,1234,736,743,15,15,26,26,45,733
"´Ü¾ç±º","³íº­",111,54,54,24,26,13,14,52,57,60,72,27,28,2,2,3,3,4,82
"ÁõÆò±º","³íº­",975,403,408,179,184,79,79,289,310,296,315,230,231,8,8,9,14,31,638
"µ¿ºÎ","³íº­",9137,2499,2625,1113,1184,488,492,1294,1323,1115,1208,1278,1298,45,49,56,87,111,3630
"À¾ºÎ","³íº­",13735,6671,6967,3248,3482,1360,1375,3805,3869,3560,3851,3003,3061,105,107,154,209,474,8311
"¸éºÎ","³íº­",52345,31674,33134,14788,15815,6044,6091,18256,18634,18787,20287,13927,14062,440,449,715,983,2704,45814
"Ãµ¾È½Ã","³íº­",5791,2246,2316,939,976,377,379,1181,1194,1303,1369,951,959,91,94,35,51,112,1758
"µ¿³²±¸","³íº­",3571,1473,1510,532,553,218,219,755,764,976,1027,620,626,15,18,23,33,78,1289
"¼­ºÏ±¸","³íº­",2220,773,806,407,423,159,160,426,430,327,342,331,333,76,76,12,18,34,469
"°øÁÖ½Ã","³íº­",5717,2450,2475,933,952,383,385,1530,1546,1495,1570,1087,1093,54,55,75,123,485,7746
"º¸·É½Ã","³íº­",5670,3595,3997,1392,1487,555,560,1171,1191,2211,2354,1589,1603,10,10,87,121,303,5919
"¾Æ»ê½Ã","³íº­",6284,3111,3219,1581,1655,631,636,1486,1505,1240,1401,1303,1316,55,59,32,41,89,2394
"¼­»ê½Ã","³íº­",7692,4499,4675,2224,2419,970,979,2087,2152,2166,2330,2223,2250,13,13,136,175,184,3918
"³í»ê½Ã","³íº­",5503,2281,2351,1180,1266,492,497,1945,1993,1145,1277,1111,1127,40,41,48,71,311,6381
"°è·æ½Ã","³íº­",254,97,100,41,42,22,22,81,81,54,57,60,60,,,3,3,9,146
"´çÁø½Ã","³íº­",8085,4847,5062,2789,3029,1155,1168,2607,2701,2685,2965,2384,2422,24,24,134,168,142,3282
"±Ý»ê±º","³íº­",2480,1183,1220,375,384,138,138,1060,1084,584,600,399,405,3,3,21,26,75,1997
"ºÎ¿©±º","³íº­",4943,2206,2264,1130,1203,420,422,1965,1990,1524,1634,1024,1028,101,104,57,64,367,5445
"¼­Ãµ±º","³íº­",4311,2503,2744,1250,1407,578,585,1354,1372,1817,2053,1340,1377,12,13,61,71,180,3441
"Ã»¾ç±º","³íº­",3172,1905,1939,831,864,350,351,1350,1387,1982,2186,857,864,50,50,48,63,628,7866
"È«¼º±º","³íº­",5534,3538,3672,1448,1552,585,591,2035,2074,2184,2299,1294,1312,7,7,69,116,137,2258
"¿¹»ê±º","³íº­",6026,3756,3866,1955,2088,815,822,2426,2462,1742,1851,1371,1379,80,81,58,110,132,2727
"ÅÂ¾È±º","³íº­",3755,2627,2826,1081,1157,421,423,1077,1094,1330,1400,1215,1226,50,51,61,76,135,2477
"µ¿ºÎ","³íº­",10546,2816,2951,1694,1927,884,900,1805,1833,1582,1763,1501,1530,79,82,91,120,439,7037
"À¾ºÎ","³íº­",6293,2928,3064,1614,1804,666,683,1864,1902,1712,1900,1270,1286,23,23,72,85,573,7653
"¸éºÎ","³íº­",35762,21041,22080,11737,13683,5388,5488,11885,12178,13321,15253,9597,9736,372,382,521,661,4901,63635
"ÀüÁÖ½Ã","³íº­",3342,879,930,386,428,177,181,597,604,378,404,323,327,39,41,18,23,122,1901
"¿Ï»ê±¸","³íº­",1293,241,248,107,110,51,51,196,197,123,128,103,103,14,14,5,10,46,656
"´öÁø±¸","³íº­",2049,638,682,279,318,126,130,401,407,255,276,220,224,25,27,13,13,76,1245
"±º»ê½Ã","³íº­",5533,1913,2098,1384,1884,797,833,1347,1382,1452,1822,1174,1208,86,94,51,60,207,2849
"ÀÍ»ê½Ã","³íº­",7378,3033,3179,2051,2453,1117,1146,1872,1910,1824,2244,1804,1856,29,30,84,121,204,4518
"Á¤À¾½Ã","³íº­",4792,2725,2796,1602,1783,879,890,1338,1355,1749,1933,1345,1357,50,50,64,64,520,7372
"³²¿ø½Ã","³íº­",4997,2994,3114,1532,1636,426,428,1884,1915,1599,1744,1178,1185,37,37,66,104,535,6150
"±èÁ¦½Ã","³íº­",5772,3127,3257,2346,2993,1176,1197,1951,2005,2197,2663,1740,1773,41,42,89,97,843,10780
"¿ÏÁÖ±º","³íº­",2845,1369,1431,604,644,216,217,1019,1046,829,859,480,482,9,9,26,31,241,4009
"Áø¾È±º","³íº­",1294,840,863,413,427,119,122,695,745,771,851,368,371,5,5,18,33,247,3467
"¹«ÁÖ±º","³íº­",800,442,452,134,135,47,48,312,322,230,237,152,152,14,14,10,17,40,679
"Àå¼ö±º","³íº­",1561,922,937,391,404,101,102,552,557,355,374,352,354,7,7,21,21,177,2839
"ÀÓ½Ç±º","³íº­",2411,1419,1489,553,590,212,215,806,824,1242,1314,557,561,30,30,42,52,630,8570
"¼øÃ¢±º","³íº­",2731,1772,1898,725,773,314,315,631,649,1489,1662,618,620,48,48,41,49,1162,11894
"°íÃ¢±º","³íº­",4808,3134,3308,1426,1547,607,616,1462,1476,1187,1237,1082,1094,72,73,91,121,757,9414
"ºÎ¾È±º","³íº­",4337,2216,2343,1498,1717,750,761,1088,1123,1313,1572,1195,1212,7,7,63,73,228,3883
"µ¿ºÎ","³íº­",3397,1180,1312,409,449,227,232,742,765,580,627,442,452,65,68,20,25,81,1323
"À¾ºÎ","³íº­",15025,7539,7971,3540,3822,1558,1584,3212,3280,3860,4218,2794,2836,181,186,240,283,1459,17434
"¸éºÎ","³íº­",53229,34208,36623,15739,17320,7008,7127,13614,13932,20011,22399,12365,12543,602,612,874,1074,7589,103014
"¸ñÆ÷½Ã","³íº­",343,88,95,40,42,18,18,35,37,25,27,36,36,2,4,1,1,4,63
"¿©¼ö½Ã","³íº­",2731,1446,1634,318,331,164,168,966,992,828,858,487,496,12,12,17,23,36,440
"¼øÃµ½Ã","³íº­",4074,2054,2211,625,690,368,377,1395,1429,1077,1149,716,732,107,109,61,62,370,4169
"³ªÁÖ½Ã","³íº­",5509,3318,3522,1590,1795,635,649,860,872,1539,1709,1006,1023,152,154,64,75,441,8137
"±¤¾ç½Ã","³íº­",2138,1008,1108,224,229,152,156,592,608,546,564,295,299,54,55,19,24,174,2196
"´ã¾ç±º","³íº­",3474,1698,1839,625,686,278,282,525,539,834,877,582,588,46,47,53,78,370,4067
"°î¼º±º","³íº­",3113,1685,1774,661,713,286,290,868,883,1085,1136,601,609,24,24,51,53,470,5463
"±¸·Ê±º","³íº­",1476,870,901,262,274,150,151,366,369,689,713,309,313,30,31,18,18,397,4573
"°íÈï±º","³íº­",5126,3490,3681,1480,1636,742,756,1679,1702,1898,2121,1145,1164,62,64,102,118,230,3296
"º¸¼º±º","³íº­",4098,2536,2740,1078,1171,466,475,1184,1226,1530,1707,883,888,37,38,66,73,745,8278
"È­¼ø±º","³íº­",3729,1634,1758,668,729,388,397,651,664,1234,1385,687,700,34,36,64,82,387,4490
"ÀåÈï±º","³íº­",3506,2091,2209,1208,1371,463,466,794,814,1504,1767,870,886,14,15,56,62,497,12780
"°­Áø±º","³íº­",4003,2541,2692,1405,1491,563,568,862,873,1606,1768,913,927,40,40,61,62,864,10683
"ÇØ³²±º","³íº­",5681,4041,4300,2654,2837,1085,1101,1916,1976,2716,3102,1746,1773,9,9,108,152,969,13880
"¿µ¾Ï±º","³íº­",4466,2977,3237,1646,1876,740,752,837,844,1483,1643,1284,1297,117,119,76,94,600,8153
"¹«¾È±º","³íº­",2883,1657,1740,707,755,242,250,375,379,593,651,502,511,7,7,53,64,239,2872
"ÇÔÆò±º","³íº­",3355,2170,2317,967,1055,447,456,353,359,1095,1243,714,722,10,10,67,91,511,5994
"¿µ±¤±º","³íº­",3705,2416,2572,1076,1233,475,481,918,947,1095,1283,775,787,8,8,55,70,363,4467
"Àå¼º±º","³íº­",2811,1384,1476,604,695,288,296,561,571,788,878,509,516,68,69,32,45,476,6032
"¿Ïµµ±º","³íº­",1343,906,1003,295,306,160,160,242,244,559,584,276,278,5,5,17,27,112,1559
"Áøµµ±º","³íº­",1469,1027,1051,593,619,226,228,826,852,837,961,502,505,2,2,22,29,171,2113
"½Å¾È±º","³íº­",2618,1890,2046,962,1057,457,466,763,797,890,1118,763,781,8,8,71,79,703,8066
"µ¿ºÎ","³íº­",10705,3565,3703,1456,1510,642,644,2400,2436,1282,1308,1618,1622,89,92,76,81,136,2486
"À¾ºÎ","³íº­",14679,7936,8407,3327,3493,1440,1454,4730,4847,3349,3518,3679,3707,176,177,167,191,294,5459
"¸éºÎ","³íº­",38245,26783,28372,12241,12796,5343,5395,18215,18794,14836,15873,12526,12627,712,715,457,558,1724,31747
"Æ÷Ç×½Ã","³íº­",7044,2772,2971,1242,1322,777,784,1518,1556,1230,1285,1540,1554,85,87,77,96,146,2636
"³²±¸","³íº­",2887,1073,1191,302,309,190,192,516,528,463,475,606,614,12,13,28,29,37,462
"ºÏ±¸","³íº­",4157,1699,1780,940,1013,587,592,1002,1028,767,810,934,940,73,74,49,67,109,2174
"°æÁÖ½Ã","³íº­",9521,5639,6053,2374,2475,1366,1373,2712,2751,2079,2143,3293,3317,68,68,105,125,155,2873
"±èÃµ½Ã","³íº­",2500,1520,1565,604,627,253,254,1298,1311,671,693,595,598,48,49,21,31,52,852
"¾Èµ¿½Ã","³íº­",3927,2254,2368,841,895,261,263,1760,1884,1548,1664,839,850,28,28,47,47,113,2059
"±¸¹Ì½Ã","³íº­",5966,3513,3702,1817,1879,657,658,2370,2414,1472,1510,1698,1699,54,55,48,51,125,1815
"¿µÁÖ½Ã","³íº­",1827,1093,1117,523,535,166,167,872,909,710,756,510,512,25,25,30,42,76,1923
"¿µÃµ½Ã","³íº­",1585,938,996,222,229,125,129,717,730,360,373,287,289,43,43,27,27,60,1196
"»óÁÖ½Ã","³íº­",5745,4118,4201,2085,2133,731,734,2987,3038,2044,2121,1858,1864,202,202,57,62,376,6834
"¹®°æ½Ã","³íº­",3040,1687,1744,760,791,314,314,1000,1015,803,841,695,698,48,48,27,27,81,1682
"°æ»ê½Ã","³íº­",676,318,341,90,105,47,55,246,252,104,133,105,107,31,33,4,4,17,357
"±ºÀ§±º","³íº­",1485,1169,1244,420,434,181,184,977,1006,682,735,432,436,43,43,21,39,57,1649
"ÀÇ¼º±º","³íº­",3992,3091,3304,1762,1832,722,729,2359,2411,1771,1842,1493,1499,119,120,52,57,162,3166
"Ã»¼Û±º","³íº­",585,350,380,49,57,20,21,215,240,307,354,68,71,13,13,5,5,19,562
"¿µ¾ç±º","³íº­",340,198,219,49,50,21,21,136,144,205,233,49,50,7,7,4,4,13,269
"¿µ´ö±º","³íº­",1833,899,1066,365,453,168,174,576,630,551,661,342,352,31,31,13,13,69,1390
"Ã»µµ±º","³íº­",824,628,662,264,273,174,177,466,467,398,422,307,308,44,44,13,13,63,974
"°í·É±º","³íº­",1906,1366,1496,624,653,296,300,807,834,389,401,655,659,3,3,19,30,85,1130
"¼ºÁÖ±º","³íº­",1248,770,797,268,291,109,112,629,636,186,216,249,255,14,14,16,16,27,668
"Ä¥°î±º","³íº­",2012,1186,1238,349,364,151,152,739,749,330,340,487,492,16,16,18,24,57,1062
"¿¹Ãµ±º","³íº­",4677,2930,3056,1540,1590,540,542,1876,1953,2170,2362,1422,1434,39,39,59,71,264,3873
"ºÀÈ­±º","³íº­",911,626,648,286,291,70,70,527,567,520,566,282,286,13,13,17,24,53,1312
"¿ïÁø±º","³íº­",1985,1219,1314,490,520,276,280,558,580,937,1048,617,626,3,3,20,22,84,1410
"µ¿ºÎ","³íº­",7265,2342,2491,802,864,441,449,1209,1229,675,694,957,975,79,84,50,66,57,942
"À¾ºÎ","³íº­",7705,3577,3809,1436,1533,639,648,2307,2363,1460,1535,1342,1362,97,101,70,75,123,2618
"¸éºÎ","³íº­",38208,25699,27478,10734,11321,5224,5263,14295,14576,12524,13184,10511,10598,507,517,453,567,1169,20743
"Ã¢¿ø½Ã","³íº­",4034,1856,2014,702,739,347,352,996,1008,586,619,738,751,73,77,17,29,39,978
"ÀÇÃ¢±¸","³íº­",1461,704,731,274,290,106,107,433,437,173,185,204,206,55,58,11,17,4,101
"¼º»ê±¸","³íº­",261,33,35,13,13,2,2,23,23,15,15,12,12,3,3,,,,
"¸¶»êÇÕÆ÷±¸","³íº­",1459,827,932,307,326,182,183,368,371,323,343,382,386,7,7,4,10,27,780
"¸¶»êÈ¸¿ø±¸","³íº­",468,136,147,44,45,27,28,72,72,37,38,63,66,4,4,2,2,2,37
"ÁøÇØ±¸","³íº­",385,156,169,64,65,30,32,100,105,38,38,77,81,4,5,,,6,60
"ÁøÁÖ½Ã","³íº­",5405,2978,3121,968,1000,445,448,1582,1612,1155,1224,966,973,73,75,60,80,68,1094
"Åë¿µ½Ã","³íº­",407,238,273,58,62,42,43,202,208,130,134,83,86,1,1,1,1,2,25
"»çÃµ½Ã","³íº­",3735,2312,2560,921,986,480,488,1213,1247,997,1054,892,911,54,57,45,52,41,936
"±èÇØ½Ã","³íº­",3793,1550,1617,641,721,339,343,835,850,442,461,667,678,75,79,42,65,58,720
"¹Ð¾ç½Ã","³íº­",2997,1903,1965,779,828,216,216,1145,1154,583,634,646,648,37,38,26,31,65,864
"°ÅÁ¦½Ã","³íº­",1947,937,1033,339,366,264,269,590,602,681,719,421,433,9,10,18,18,27,444
"¾ç»ê½Ã","³íº­",1054,619,689,196,205,106,108,225,231,177,178,308,314,10,10,5,5,15,187
"ÀÇ·É±º","³íº­",2598,1705,1818,666,711,303,305,775,789,752,792,675,681,27,27,23,28,42,651
"ÇÔ¾È±º","³íº­",3167,1894,1994,796,827,291,294,1313,1326,821,848,703,710,40,41,27,43,47,613
"Ã¢³ç±º","³íº­",2582,1651,1806,741,811,345,346,1184,1223,661,697,725,728,27,27,27,27,23,3123
"°í¼º±º","³íº­",3693,2638,2882,1177,1251,695,696,1273,1283,1235,1276,951,961,11,11,45,53,50,1228
"³²ÇØ±º","³íº­",1466,1023,1144,556,607,280,283,612,641,647,708,437,443,9,9,23,28,46,822
"ÇÏµ¿±º","³íº­",2523,1742,1840,786,820,391,397,1110,1120,1193,1269,718,723,110,112,53,61,215,3132
"»êÃ»±º","³íº­",2865,2027,2154,990,1014,566,571,932,950,1265,1323,1059,1059,37,37,52,57,216,3051
"ÇÔ¾ç±º","³íº­",2905,1677,1735,606,616,245,245,1107,1134,1071,1111,651,655,20,20,32,40,211,3383
"°ÅÃ¢±º","³íº­",3375,1855,1909,707,729,301,304,1171,1192,793,825,733,737,33,33,27,28,87,1364
"ÇÕÃµ±º","³íº­",4632,3013,3224,1343,1425,648,652,1546,1598,1470,1541,1437,1444,37,38,50,62,97,1688
"µ¿ºÎ","³íº­",4,,,,,,,,,,,,,,,,,,
"À¾ºÎ","³íº­",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,17
"Á¦ÁÖ½Ã","³íº­",3,,,,,,,,,,,,,,,,,,
"¼­±ÍÆ÷½Ã","³íº­",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,17
